doy,weekday,time,Montreal Net Radiation - CWTA (W/m2),Montreal Relative Humidity - CWTA,Montreal Temperature - CWTA (C),Montreal Wind Speed - CWTA (km/h),Real Power Demand - Downtown Main Entrance (kW)
319,3,690,-77.0,0.7949999999999999,-2.05,9.0,16348.249
319,3,705,-79.5,0.8275,-2.025,8.0,16428.606
319,3,720,-82,0.86,-2,7,16716.81
319,3,735,-78.25,0.86,-2.0,7.0,17012.959
319,3,750,-74.5,0.86,-2.0,7.0,17320.358
319,3,765,-70.75,0.86,-2.0,7.0,17522.818
319,3,780,-67,0.86,-2,7,17709.554
319,3,795,-44.5,0.845,-1.75,7.5,17954.669
319,3,810,-22.0,0.8300000000000001,-1.5,8.0,18229.375
319,3,825,0.5,0.8150000000000001,-1.25,8.5,18607.374
319,3,840,23,0.8,-1,9,18728.351
319,3,855,44.0,0.74,-0.475,9.0,18793.982
319,3,870,65.0,0.68,0.050000000000000044,9.0,19125.875
319,3,885,86.0,0.6200000000000001,0.5750000000000002,9.0,19362.72
319,3,900,107,0.56,1.1,9,19489.182
319,3,915,125.5,0.545,1.4,9.5,19373.105
319,3,930,144.0,0.53,1.7,10.0,19498.129
319,3,945,162.5,0.515,2.0,10.5,19475.116
319,3,960,181,0.5,2.3,11,19447.381
319,3,975,187.5,0.4925,2.5,11.0,19574.672
319,3,990,194.0,0.485,2.7,11.0,19768.769
319,3,1005,200.5,0.4775,2.9,11.0,19735.556
319,3,1020,207,0.47,3.1,11,19854.5619999999
319,3,1035,200.0,0.46749999999999997,3.225,10.5,19691.359
319,3,1050,193.0,0.46499999999999997,3.35,10.0,19790.374
319,3,1065,186.0,0.4625,3.475,9.5,19818.974
319,3,1080,179,0.46,3.6,9,19853.862
319,3,1095,179.0,0.46,3.35,8.5,19877.284
319,3,1110,179.0,0.46,3.1,8.0,19914.274
319,3,1125,179.0,0.46,2.85,7.5,19873.5789999999
319,3,1140,179,0.46,2.6,7,19883.054
319,3,1155,166.25,0.465,2.475,7.0,19794.4369999999
319,3,1170,153.5,0.47,2.35,7.0,19847.102
319,3,1185,140.75,0.475,2.225,7.0,19866.923
319,3,1200,128,0.48,2.1,7,19808.494
319,3,1215,101.25,0.5125,1.35,6.75,19766.928
319,3,1230,74.5,0.5449999999999999,0.6000000000000001,6.5,19769.246
319,3,1245,47.75,0.5775,-0.1499999999999999,6.25,19783.568
319,3,1260,21,0.61,-0.9,6,19703.975
319,3,1275,-3.25,0.625,-1.35,5.5,19603.645
319,3,1290,-27.5,0.64,-1.8000000000000003,5.0,19568.519
319,3,1305,-51.75,0.655,-2.25,4.5,19533.809
319,3,1320,-76,0.67,-2.7,4,19474.91
319,3,1335,-76.75,0.67,-2.75,4.0,19222.078
319,3,1350,-77.5,0.67,-2.8,4.0,19142.155
319,3,1365,-78.25,0.67,-2.85,4.0,19053.4009999999
319,3,1380,-79,0.67,-2.9,4,18805.564
319,3,1395,-78.5,0.67,-2.925,4.0,18599.355
319,3,1410,-78.0,0.67,-2.95,4.0,18548.19
319,3,1425,-77.5,0.67,-2.975,4.0,18453.654
320,4,0,-77,0.67,-3,4,18243.664
320,4,15,-77.0,0.675,-3.125,3.5,18159.513
320,4,30,-77.0,0.6799999999999999,-3.25,3.0,18103.873
320,4,45,-77.0,0.6849999999999999,-3.375,2.5,17953.218
320,4,60,-77,0.69,-3.5,2,17735.8099999999
320,4,75,-77.0,0.6775,-2.375,2.5,17660.574
320,4,90,-77.0,0.665,-1.25,3.0,17554.735
320,4,105,-77.0,0.6525,-0.125,3.5,17416.228
320,4,120,-77,0.64,1,4,17351.5769999999
320,4,135,-77.0,0.65,-0.1499999999999999,3.5,17275.947
320,4,150,-77.0,0.66,-1.2999999999999998,3.0,17130.467
320,4,165,-77.0,0.67,-2.4499999999999997,2.5,17000.842
320,4,180,-77,0.68,-3.6,2,16038.216
320,4,195,-77.0,0.7100000000000001,-2.95,2.5,15776.308
320,4,210,-77.0,0.74,-2.3,3.0,15674.113
320,4,225,-77.0,0.77,-1.65,3.5,15673.2579999999
320,4,240,-77,0.8,-1,4,15490.802
320,4,255,-77.25,0.765,-1.625,3.0,15457.395
320,4,270,-77.5,0.73,-2.25,2.0,15416.727
320,4,285,-77.75,0.6950000000000001,-2.875,1.0,15291.584
320,4,300,-78,0.66,-3.5,0,15222.8329999999
320,4,315,-78.25,0.66,-3.5,0.5,15059.977
320,4,330,-78.5,0.66,-3.5,1.0,15071.795
320,4,345,-78.75,0.66,-3.5,1.5,14984.756
320,4,360,-79,0.66,-3.5,2,14964.075
320,4,375,-79.25,0.71,-3.125,2.5,14863.553
320,4,390,-79.5,0.76,-2.75,3.0,14801.31
320,4,405,-79.75,0.81,-2.375,3.5,14740.684
320,4,420,-80,0.86,-2,4,14763.918
320,4,435,-79.25,0.845,-2.0,4.0,14800.5269999999
320,4,450,-78.5,0.8300000000000001,-2.0,4.0,14755.239
320,4,465,-77.75,0.8150000000000001,-2.0,4.0,14749.928
320,4,480,-77,0.8,-2,4,14742.243
320,4,495,-76.5,0.8,-2.0,3.5,14741.74
320,4,510,-76.0,0.8,-2.0,3.0,14727.604
320,4,525,-75.5,0.8,-2.0,2.5,14680.071
320,4,540,-75,0.8,-2,2,14666.491
320,4,555,-74.75,0.8150000000000001,-2.0,2.0,14738.4239999999
320,4,570,-74.5,0.8300000000000001,-2.0,2.0,14756.216
320,4,585,-74.25,0.845,-2.0,2.0,14742.747
320,4,600,-74,0.86,-2,2,14781.31
320,4,615,-73.5,0.8025,-2.375,3.25,14932.588
320,4,630,-73.0,0.745,-2.75,4.5,14937.2949999999
320,4,645,-72.5,0.6875,-3.125,5.75,15034.622
320,4,660,-72,0.63,-3.5,7,15617.0359999999
320,4,675,-73.0,0.6875,-3.125,6.25,15747.824
320,4,690,-74.0,0.745,-2.75,5.5,16086.761
320,4,705,-75.0,0.8025,-2.375,4.75,16216.596
320,4,720,-76,0.86,-2,4,16583.343
320,4,735,-74.0,0.86,-1.75,4.0,16848.704
320,4,750,-72.0,0.86,-1.5,4.0,17101.313
320,4,765,-70.0,0.86,-1.25,4.0,17267.529
320,4,780,-68,0.86,-1,4,17534.063
320,4,795,-50.0,0.775,-0.925,4.5,17927.842
320,4,810,-32.0,0.69,-0.85,5.0,18230.425
320,4,825,-14.0,0.605,-0.7749999999999999,5.5,18390.884
320,4,840,4,0.52,-0.7,6,18605.088
320,4,855,34.25,0.5775,-0.27499999999999997,5.5,18786.08
320,4,870,64.5,0.635,0.15000000000000002,5.0,18945.042
320,4,885,94.75,0.6925,0.575,4.5,19087.034
320,4,900,125,0.75,1,4,19137.997
320,4,915,145.75,0.67,1.525,4.5,19158.353
320,4,930,166.5,0.59,2.05,5.0,19299.277
320,4,945,187.25,0.51,2.575,5.5,19402.671
320,4,960,208,0.43,3.1,6,19323.852
320,4,975,217.25,0.43,3.375,6.0,19448.412
320,4,990,226.5,0.43,3.6500000000000004,6.0,19531.348
320,4,1005,235.75,0.43,3.9250000000000003,6.0,19451.355
320,4,1020,245,0.43,4.2,6,19472.108
320,4,1035,244.25,0.435,4.4,6.25,19450.359
320,4,1050,243.5,0.44,4.6,6.5,19377.742
320,4,1065,242.75,0.445,4.8,6.75,19401.14
320,4,1080,242,0.45,5,7,19428.951
320,4,1095,231.75,0.4575,4.875,6.75,19507.496
320,4,1110,221.5,0.46499999999999997,4.75,6.5,19673.8649999999
320,4,1125,211.25,0.4725,4.625,6.25,19579.59
320,4,1140,201,0.48,4.5,6,19599.9909999999
320,4,1155,183.5,0.51,3.875,6.75,19564.847
320,4,1170,166.0,0.54,3.25,7.5,19606.316
320,4,1185,148.5,0.57,2.625,8.25,19471.485
320,4,1200,131,0.6,2,9,19467.994
320,4,1215,105.5,0.62,2.0,8.5,19369.378
320,4,1230,80.0,0.64,2.0,8.0,19361.726
320,4,1245,54.5,0.66,2.0,7.5,19391.457
320,4,1260,29,0.68,2,7,19105.685
320,4,1275,9.5,0.6625000000000001,2.75,6.75,19155.6999999999
320,4,1290,-10.0,0.645,3.5,6.5,19106.563
320,4,1305,-29.5,0.6275,4.25,6.25,19054.312
320,4,1320,-49,0.61,5,6,18830.677
320,4,1335,-44.5,0.6174999999999999,4.0,6.25,18676.337
320,4,1350,-40.0,0.625,3.0,6.5,18509.636
320,4,1365,-35.5,0.6325000000000001,2.0,6.75,18411.688
320,4,1380,-31,0.64,1,7,18128.267
320,4,1395,-27.0,0.65,1.0,6.25,17944.262
320,4,1410,-23.0,0.66,1.0,5.5,17826.353
320,4,1425,-19.0,0.67,1.0,4.75,17742.186
321,5,0,-15,0.68,1,4,17721.352
321,5,15,-15.75,0.7000000000000001,0.975,5.25,17632.326
321,5,30,-16.5,0.72,0.95,6.5,17529.962
321,5,45,-17.25,0.74,0.925,7.75,17450.943
321,5,60,-18,0.76,0.9,9,17294.139
321,5,75,-24.5,0.7325,1.675,9.0,17053.992
321,5,90,-31.0,0.7050000000000001,2.45,9.0,17055.069
321,5,105,-37.5,0.6775,3.225,9.0,17032.728
321,5,120,-44,0.65,4,9,16712.8479999999
321,5,135,-48.5,0.6625,3.75,8.25,16575.978
321,5,150,-53.0,0.675,3.5,7.5,16611.8229999999
321,5,165,-57.5,0.6875,3.25,6.75,16616.811
321,5,180,-62,0.7,3,6,15664.2759999999
321,5,195,-65.25,0.7124999999999999,2.75,6.0,15508.59
321,5,210,-68.5,0.725,2.5,6.0,15426.452
321,5,225,-71.75,0.7375,2.25,6.0,15362.149
321,5,240,-75,0.75,2,6,15196.496
321,5,255,-76.25,0.75,2.0,6.0,14980.458
321,5,270,-77.5,0.75,2.0,6.0,15034.978
321,5,285,-78.75,0.75,2.0,6.0,14983.422
321,5,300,-80,0.75,2,6,14571.5489999999
321,5,315,-79.5,0.7625,1.75,7.25,14469.8339999999
321,5,330,-79.0,0.775,1.5,8.5,14531.018
321,5,345,-78.5,0.7875000000000001,1.25,9.75,14426.021
321,5,360,-78,0.8,1,11,14495.32
321,5,375,-77.75,0.7875000000000001,1.0,11.0,14486.6929999999
321,5,390,-77.5,0.775,1.0,11.0,14492.9209999999
321,5,405,-77.25,0.7625,1.0,11.0,14432.088
321,5,420,-77,0.75,1,11,14196.408
321,5,435,-77.25,0.7475,0.75,10.5,14352.2269999999
321,5,450,-77.5,0.745,0.5,10.0,14671.585
321,5,465,-77.75,0.7424999999999999,0.25,9.5,14521.9309999999
321,5,480,-78,0.74,0,9,14543.696
321,5,495,-77.75,0.74,-0.25,9.0,14453.2559999999
321,5,510,-77.5,0.74,-0.5,9.0,14632.6329999999
321,5,525,-77.25,0.74,-0.75,9.0,14625.5489999999
321,5,540,-77,0.74,-1,9,14669.581
321,5,555,-76.75,0.7275,-1.0,8.5,14641.9579999999
321,5,570,-76.5,0.715,-1.0,8.0,14676.8909999999
321,5,585,-76.25,0.7024999999999999,-1.0,7.5,14599.384
321,5,600,-76,0.69,-1,7,14596.355
321,5,615,-75.75,0.69,-1.25,7.0,14559.1709999999
321,5,630,-75.5,0.69,-1.5,7.0,14646.3929999999
321,5,645,-75.25,0.69,-1.75,7.0,14759.044
321,5,660,-75,0.69,-2,7,14817.099
321,5,675,-80.0,0.69,-2.0,8.0,14940.948
321,5,690,-85.0,0.69,-2.0,9.0,14973.9229999999
321,5,705,-90.0,0.69,-2.0,10.0,14964.0639999999
321,5,720,-95,0.69,-2,11,15371.372
321,5,735,-94.5,0.7024999999999999,-2.3,9.75,15494.99
321,5,750,-94.0,0.715,-2.6,8.5,15550.177
321,5,765,-93.5,0.7275,-2.9000000000000004,7.25,15486.023
321,5,780,-93,0.74,-3.2,6,15651.787
321,5,795,-67.0,0.7125,-2.75,5.5,15688.57
321,5,810,-41.0,0.685,-2.3,5.0,15664.4589999999
321,5,825,-15.0,0.6575,-1.85,4.5,15745.051
321,5,840,11,0.63,-1.4,4,16028.4089999999
321,5,855,35.5,0.605,-0.9749999999999999,3.5,16054.194
321,5,870,60.0,0.5800000000000001,-0.5499999999999999,3.0,16009.0579999999
321,5,885,84.5,0.555,-0.125,2.5,16158.31
321,5,900,109,0.53,0.3,2,16187.018
321,5,915,129.75,0.5125000000000001,0.6499999999999999,1.5,16133.639
321,5,930,150.5,0.495,1.0,1.0,16264.1509999999
321,5,945,171.25,0.47750000000000004,1.3499999999999999,0.5,16292.712
321,5,960,192,0.46,1.7,0,16412.799
321,5,975,202.5,0.48250000000000004,1.275,1.0,16429.249
321,5,990,213.0,0.505,0.85,2.0,16480.461
321,5,1005,223.5,0.5275000000000001,0.42500000000000004,3.0,16546.6149999999
321,5,1020,234,0.55,0,4,16431.949
321,5,1035,234.75,0.5325,0.5,4.0,16383.913
321,5,1050,235.5,0.515,1.0,4.0,16397.197
321,5,1065,236.25,0.4975,1.5,4.0,16457.584
321,5,1080,237,0.48,2,4,16517.942
321,5,1095,226.75,0.48,2.25,4.0,16418.756
321,5,1110,216.5,0.48,2.5,4.0,16515.391
321,5,1125,206.25,0.48,2.75,4.0,16549.707
321,5,1140,196,0.48,3,4,16545.898
321,5,1155,179.25,0.49,2.8,3.5,16515.102
321,5,1170,162.5,0.5,2.6,3.0,16503.574
321,5,1185,145.75,0.51,2.4000000000000004,2.5,16652.049
321,5,1200,129,0.52,2.2,2,16578.312
321,5,1215,102.5,0.5525,1.1750000000000003,1.5,16494.296
321,5,1230,76.0,0.585,0.15000000000000036,1.0,16588.949
321,5,1245,49.5,0.6175,-0.8749999999999996,0.5,16654.887
321,5,1260,23,0.65,-1.9,0,16618.024
321,5,1275,-1.0,0.6625,-2.25,0.5,16630.506
321,5,1290,-25.0,0.675,-2.5999999999999996,1.0,16795.403
321,5,1305,-49.0,0.6875,-2.9499999999999997,1.5,16806.736
321,5,1320,-73,0.7,-3.3,2,16475.636
321,5,1335,-73.5,0.7,-3.3249999999999997,2.0,16554.117
321,5,1350,-74.0,0.7,-3.3499999999999996,2.0,16530.934
321,5,1365,-74.5,0.7,-3.375,2.0,16540.3649999999
321,5,1380,-75,0.7,-3.4,2,16414.232
321,5,1395,-75.25,0.695,-3.35,2.5,16247.3
321,5,1410,-75.5,0.69,-3.3,3.0,16274.775
321,5,1425,-75.75,0.685,-3.25,3.5,16213.1699999999
322,6,0,-76,0.68,-3.2,4,16183.775
322,6,15,-76.0,0.68,-3.2,4.5,16179.2989999999
322,6,30,-76.0,0.68,-3.2,5.0,16077.682
322,6,45,-76.0,0.68,-3.2,5.5,15988.285
322,6,60,-76,0.68,-3.2,6,15994.401
322,6,75,-76.25,0.68,-3.225,6.0,15911.607
322,6,90,-76.5,0.68,-3.25,6.0,15902.945
322,6,105,-76.75,0.68,-3.275,6.0,15742.471
322,6,120,-77,0.68,-3.3,6,15595.274
322,6,135,-76.75,0.6825,-2.7249999999999996,5.0,15598.666
322,6,150,-76.5,0.685,-2.15,4.0,15552.836
322,6,165,-76.25,0.6875,-1.575,3.0,15520.538
322,6,180,-76,0.69,-1,2,15137.983
322,6,195,-76.5,0.69,-1.675,2.5,15065.29
322,6,210,-77.0,0.69,-2.35,3.0,15132.849
322,6,225,-77.5,0.69,-3.0250000000000004,3.5,14950.3
322,6,240,-78,0.69,-3.7,4,15024.542
322,6,255,-78.0,0.69,-3.725,4.0,15119.176
322,6,270,-78.0,0.69,-3.75,4.0,15063.546
322,6,285,-78.0,0.69,-3.775,4.0,14938.701
322,6,300,-78,0.69,-3.8,4,14624.667
322,6,315,-78.25,0.69,-3.8,4.0,14557.683
322,6,330,-78.5,0.69,-3.8,4.0,14584.704
322,6,345,-78.75,0.69,-3.8,4.0,14599.095
322,6,360,-79,0.69,-3.8,4,14603.941
322,6,375,-79.75,0.6825,-3.775,4.5,14484.1379999999
322,6,390,-80.5,0.675,-3.75,5.0,14373.5969999999
322,6,405,-81.25,0.6675,-3.725,5.5,14417.224
322,6,420,-82,0.66,-3.7,6,14582.946
322,6,435,-82.0,0.6675,-3.2750000000000004,5.0,14523.287
322,6,450,-82.0,0.675,-2.85,4.0,14477.544
322,6,465,-82.0,0.6825,-2.425,3.0,14378.856
322,6,480,-82,0.69,-2,2,14367.403
322,6,495,-82.25,0.7024999999999999,-2.0,2.5,14424.7069999999
322,6,510,-82.5,0.715,-2.0,3.0,14420.5039999999
322,6,525,-82.75,0.7275,-2.0,3.5,14452.208
322,6,540,-83,0.74,-2,4,14522.64
322,6,555,-82.75,0.7075,-2.4,4.75,14564.157
322,6,570,-82.5,0.675,-2.8,5.5,14514.535
322,6,585,-82.25,0.6425,-3.2,6.25,14529.1629999999
322,6,600,-82,0.61,-3.6,7,14488.502
322,6,615,-82.5,0.6074999999999999,-3.65,7.0,14586.102
322,6,630,-83.0,0.605,-3.7,7.0,14560.872
322,6,645,-83.5,0.6025,-3.75,7.0,14472.482
322,6,660,-84,0.6,-3.8,7,14741.965
322,6,675,-85.5,0.5974999999999999,-3.875,7.0,14840.818
322,6,690,-87.0,0.595,-3.9499999999999997,7.0,14811.3279999999
322,6,705,-88.5,0.5925,-4.0249999999999995,7.0,14849.07
322,6,720,-90,0.59,-4.1,7,15098.695
322,6,735,-91.75,0.5675,-3.8499999999999996,6.75,15206.185
322,6,750,-93.5,0.5449999999999999,-3.5999999999999996,6.5,15236.785
322,6,765,-95.25,0.5225,-3.35,6.25,15349.821
322,6,780,-97,0.5,-3.1,6,15398.564
322,6,795,-71.5,0.4875,-2.65,6.0,15255.962
322,6,810,-46.0,0.475,-2.2,6.0,15395.529
322,6,825,-20.5,0.4625,-1.75,6.0,15331.0899999999
322,6,840,5,0.45,-1.3,6,15506.795
322,6,855,32.75,0.4375,-0.8500000000000001,6.0,15592.6329999999
322,6,870,60.5,0.42500000000000004,-0.4,6.0,15522.044
322,6,885,88.25,0.41250000000000003,0.050000000000000044,6.0,15577.226
322,6,900,116,0.4,0.5,6,15750.2449999999
322,6,915,136.25,0.3925,0.925,6.0,15823.433
322,6,930,156.5,0.385,1.35,6.0,15927.1329999999
322,6,945,176.75,0.3775,1.7750000000000001,6.0,15941.847
322,6,960,197,0.37,2.2,6,15991.578
322,6,975,205.75,0.3675,2.475,6.0,15986.085
322,6,990,214.5,0.365,2.75,6.0,16133.0299999999
322,6,1005,223.25,0.3625,3.025,6.0,16161.609
322,6,1020,232,0.36,3.3,6,16307.266
322,6,1035,229.75,0.3575,3.425,6.0,16385.291
322,6,1050,227.5,0.355,3.55,6.0,16360.965
322,6,1065,225.25,0.3525,3.675,6.0,16227.113
322,6,1080,223,0.35,3.8,6,16397.199
322,6,1095,213.5,0.355,3.8499999999999996,6.0,16394.764
322,6,1110,204.0,0.36,3.9,6.0,16413.065
322,6,1125,194.5,0.365,3.95,6.0,16406.134
322,6,1140,185,0.37,4,6,16397.105
322,6,1155,167.5,0.3875,3.65,6.0,16478.139
322,6,1170,150.0,0.405,3.3,6.0,16439.679
322,6,1185,132.5,0.4225,2.95,6.0,16488.684
322,6,1200,115,0.44,2.6,6,16545.4889999999
322,6,1215,89.75,0.4525,2.95,5.5,16542.341
322,6,1230,64.5,0.46499999999999997,3.3,5.0,16580.69
322,6,1245,39.25,0.4775,3.65,4.5,16545.698
322,6,1260,14,0.49,4,4,16551.306
322,6,1275,-6.75,0.505,3.75,4.5,16510.6459999999
322,6,1290,-27.5,0.52,3.5,5.0,16563.332
322,6,1305,-48.25,0.535,3.25,5.5,16613.92
322,6,1320,-69,0.55,3,6,16473.797
322,6,1335,-69.0,0.5725,2.0,5.0,16461.147
322,6,1350,-69.0,0.595,1.0,4.0,16458.5969999999
322,6,1365,-69.0,0.6175,0.0,3.0,16365.827
322,6,1380,-69,0.64,-1,2,16262.691
322,6,1395,-68.5,0.6275,-0.75,2.0,16144.529
322,6,1410,-68.0,0.615,-0.5,2.0,16063.327
322,6,1425,-67.5,0.6025,-0.25,2.0,16081.279
323,0,0,-67,0.59,0,2,15963.859
323,0,15,-67.0,0.5775,-0.6,3.0,15934.617
323,0,30,-67.0,0.565,-1.2,4.0,15941.161
323,0,45,-67.0,0.5525,-1.7999999999999998,5.0,15966.889
323,0,60,-67,0.54,-2.4,6,15820.833
323,0,75,-66.0,0.5375000000000001,-2.35,6.0,15717.052
323,0,90,-65.0,0.535,-2.3,6.0,15616.878
323,0,105,-64.0,0.5325,-2.25,6.0,15646.331
323,0,120,-63,0.53,-2.2,6,15369.123
323,0,135,-62.25,0.53,-2.1750000000000003,6.0,15435.042
323,0,150,-61.5,0.53,-2.1500000000000004,6.0,15420.739
323,0,165,-60.75,0.53,-2.125,6.0,15435.159
323,0,180,-60,0.53,-2.1,6,15109.404
323,0,195,-60.0,0.5700000000000001,-1.5750000000000002,6.25,15063.1219999999
323,0,210,-60.0,0.61,-1.05,6.5,15118.9029999999
323,0,225,-60.0,0.6499999999999999,-0.5249999999999999,6.75,15187.098
323,0,240,-60,0.69,0,7,15003.6419999999
323,0,255,-59.75,0.655,-0.575,6.25,15044.773
323,0,270,-59.5,0.62,-1.15,5.5,15026.0079999999
323,0,285,-59.25,0.585,-1.7249999999999999,4.75,14970.1089999999
323,0,300,-59,0.55,-2.3,4,14885.2559999999
323,0,315,-59.25,0.585,-1.7249999999999999,4.0,14781.753
323,0,330,-59.5,0.62,-1.15,4.0,14765.867
323,0,345,-59.75,0.655,-0.575,4.0,14712.638
323,0,360,-60,0.69,0,4,14676.791
323,0,375,-61.25,0.69,0.0,4.5,14603.711
323,0,390,-62.5,0.69,0.0,5.0,14578.9579999999
323,0,405,-63.75,0.69,0.0,5.5,14553.304
323,0,420,-65,0.69,0,6,14618.897
323,0,435,-65.5,0.6649999999999999,-0.65,5.5,14503.552
323,0,450,-66.0,0.6399999999999999,-1.3,5.0,14418.249
323,0,465,-66.5,0.615,-1.9500000000000002,4.5,14510.215
323,0,480,-67,0.59,-2.6,4,14575.623
323,0,495,-67.75,0.5974999999999999,-2.675,4.0,14577.299
323,0,510,-68.5,0.605,-2.75,4.0,14591.0439999999
323,0,525,-69.25,0.6125,-2.825,4.0,14603.1019999999
323,0,540,-70,0.62,-2.9,4,14527.4649999999
323,0,555,-70.75,0.665,-2.425,4.0,14549.121
323,0,570,-71.5,0.71,-1.95,4.0,14546.525
323,0,585,-72.25,0.755,-1.475,4.0,14625.9
323,0,600,-73,0.8,-1,4,14827.006
323,0,615,-72.0,0.8,-1.0,4.5,14876.6
323,0,630,-71.0,0.8,-1.0,5.0,15020.947
323,0,645,-70.0,0.8,-1.0,5.5,14952.473
323,0,660,-69,0.8,-1,6,15727.475
323,0,675,-73.0,0.775,-1.675,5.5,15981.395
323,0,690,-77.0,0.75,-2.35,5.0,16358.934
323,0,705,-81.0,0.725,-3.0250000000000004,4.5,16576.392
323,0,720,-85,0.7,-3.7,4,16761.629
323,0,735,-87.75,0.725,-3.2750000000000004,4.5,17154.2379999999
323,0,750,-90.5,0.75,-2.85,5.0,17398.076
323,0,765,-93.25,0.775,-2.425,5.5,17612.388
323,0,780,-96,0.8,-2,6,17997.641
323,0,795,-70.25,0.8150000000000001,-2.0,6.0,18171.779
323,0,810,-44.5,0.8300000000000001,-2.0,6.0,18380.252
323,0,825,-18.75,0.845,-2.0,6.0,18492.952
323,0,840,7,0.86,-2,6,18737.869
323,0,855,33.5,0.76,-1.075,5.0,18764.043
323,0,870,60.0,0.66,-0.1499999999999999,4.0,19020.897
323,0,885,86.5,0.56,0.7750000000000004,3.0,19074.658
323,0,900,113,0.46,1.7,2,19266.801
323,0,915,133.25,0.56,1.525,2.5,19298.0589999999
323,0,930,153.5,0.66,1.35,3.0,19426.452
323,0,945,173.75,0.76,1.175,3.5,19447.6159999999
323,0,960,194,0.86,1,4,19568.283
323,0,975,203.75,0.8475,1.25,4.0,19586.686
323,0,990,213.5,0.835,1.5,4.0,19622.156
323,0,1005,223.25,0.8225,1.75,4.0,19643.321
323,0,1020,233,0.81,2,4,19704.982
323,0,1035,233.5,0.81,2.25,4.0,19611.422
323,0,1050,234.0,0.81,2.5,4.0,19651.685
323,0,1065,234.5,0.81,2.75,4.0,19714.66
323,0,1080,235,0.81,3,4,19613.8279999999
323,0,1095,225.75,0.7175,3.55,3.5,19639.335
323,0,1110,216.5,0.625,4.1,3.0,19654.757
323,0,1125,207.25,0.5325,4.65,2.5,19686.4709999999
323,0,1140,198,0.44,5.2,2,19484.787
323,0,1155,183.0,0.4925,5.4,2.0,19529.548
323,0,1170,168.0,0.545,5.6,2.0,19501.779
323,0,1185,153.0,0.5975,5.8,2.0,19458.73
323,0,1200,138,0.65,6,2,19534.751
323,0,1215,109.0,0.6525000000000001,4.35,2.5,19452.033
323,0,1230,80.0,0.655,2.7,3.0,19473.343
323,0,1245,51.0,0.6575,1.0500000000000007,3.5,19527.208
323,0,1260,22,0.66,-0.6,4,19499.349
323,0,1275,1.25,0.6825,0.30000000000000004,4.0,19371.647
323,0,1290,-19.5,0.7050000000000001,1.2000000000000002,4.0,19294.389
323,0,1305,-40.25,0.7275,2.1,4.0,19358.9839999999
323,0,1320,-61,0.75,3,4,19204.252
323,0,1335,-60.5,0.75,3.0,4.0,19032.635
323,0,1350,-60.0,0.75,3.0,4.0,18962.554
323,0,1365,-59.5,0.75,3.0,4.0,18837.329
323,0,1380,-59,0.75,3,4,18524.04
323,0,1395,-58.25,0.75,1.725,4.0,18268.043
323,0,1410,-57.5,0.75,0.4500000000000002,4.0,18250.767
323,0,1425,-56.75,0.75,-0.8249999999999997,4.0,18195.355
324,1,0,-56,0.75,-2.1,4,18078.345
324,1,15,-56.5,0.75,-1.0750000000000002,3.5,17940.5029999999
324,1,30,-57.0,0.75,-0.050000000000000266,3.0,17866.189
324,1,45,-57.5,0.75,0.9749999999999996,2.5,17737.411
324,1,60,-58,0.75,2,2,17623.732
324,1,75,-59.0,0.7575000000000001,1.0,2.5,17422.175
324,1,90,-60.0,0.765,0.0,3.0,17369.277
324,1,105,-61.0,0.7725,-1.0,3.5,17367.998
324,1,120,-62,0.78,-2,4,17057.842
324,1,135,-62.5,0.7825,-2.05,4.0,16994.177
324,1,150,-63.0,0.785,-2.1,4.0,16977.113
324,1,165,-63.5,0.7875000000000001,-2.1500000000000004,4.0,16857.549
324,1,180,-64,0.79,-2.2,4,15827.684
324,1,195,-63.5,0.7925,-2.2750000000000004,4.0,15645.516
324,1,210,-63.0,0.795,-2.35,4.0,15475.587
324,1,225,-62.5,0.7975000000000001,-2.425,4.0,15560.026
324,1,240,-62,0.8,-2.5,4,15277.2089999999
324,1,255,-61.75,0.8025,-2.525,3.5,15224.6649999999
324,1,270,-61.5,0.805,-2.55,3.0,15233.747
324,1,285,-61.25,0.8075000000000001,-2.575,2.5,15241.293
324,1,300,-61,0.81,-2.6,2,15107.7069999999
324,1,315,-61.75,0.8075000000000001,-2.6,2.0,14959.971
324,1,330,-62.5,0.805,-2.6,2.0,14953.869
324,1,345,-63.25,0.8025,-2.6,2.0,14795.1269999999
324,1,360,-64,0.8,-2.6,2,14620.498
324,1,375,-64.5,0.785,-2.6,2.5,14576.2979999999
324,1,390,-65.0,0.77,-2.6,3.0,14495.103
324,1,405,-65.5,0.755,-2.6,3.5,14574.894
324,1,420,-66,0.74,-2.6,4,14559.643
324,1,435,-65.25,0.735,-2.525,4.5,14441.9039999999
324,1,450,-64.5,0.73,-2.45,5.0,14480.014
324,1,465,-63.75,0.725,-2.375,5.5,14468.056
324,1,480,-63,0.72,-2.3,6,14447.231
324,1,495,-62.75,0.7175,-2.275,6.0,14438.182
324,1,510,-62.5,0.715,-2.25,6.0,14402.1199999999
324,1,525,-62.25,0.7124999999999999,-2.225,6.0,14469.698
324,1,540,-62,0.71,-2.2,6,14576.979
324,1,555,-61.75,0.7474999999999999,-1.6500000000000001,5.5,14469.202
324,1,570,-61.5,0.7849999999999999,-1.1,5.0,14533.146
324,1,585,-61.25,0.8225,-0.55,4.5,14453.27
